#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
9170	IPR000727	Target SNARE coiled-coil region	HMMPfam	PF05739	SNARE	1	96,	158,	1.3e-08
9170	IPR000727	Target SNARE coiled-coil region	ProfileScan	PS50192	T_SNARE	1	91,	153,	11.644
9173	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	3	1752,1894,2055,	1774,1919,2062,	1.1e-07,1.1e-07,1.1e-07
9173	IPR000759	Adrenodoxin reductase	FPrintScan	PR00419	ADXRDTASE	3	1752,1775,1895,	1774,1788,1909,	1.5e-19,1.5e-19,1.5e-19
9173	IPR000103	Pyridine nucleotide-disulphide oxidoreductase, class-II	FPrintScan	PR00469	PNDRDTASEII	2	1752,2050,	1774,2068,	2.8e-06,2.8e-06
9173	IPR000583	Glutamine amidotransferase, class-II	HMMPfam	PF00310	GATase_2	1	54,	436,	1.1e-238
9173	IPR002489	Glutamate synthase, alpha subunit, C-terminal	HMMPfam	PF01493	GXGXG	1	1316,	1512,	9.6e-101
9173	IPR002932	Glutamate synthase, central-C	HMMPfam	PF01645	Glu_synthase	1	868,	1238,	1.4e-245
9173	IPR006982	Glutamate synthase, central-N	HMMPfam	PF04898	Glu_syn_central	1	518,	808,	2.5e-189
9173	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	HMMPfam	PF07992	Pyr_redox_2	1	1752,	2066,	7.7e-22
9173	IPR012220	Glutamate synthase, eukaryotic	HMMPIR	PIRSF000187	Glutamate synthase (NADH/NADPH), eukaryotic type	1	1,	2112,	0
9173	IPR006005	Glutamate synthase, NADH/NADPH, small subunit 1	HMMTigr	TIGR01317	GOGAT_sm_gam: glutamate synthases, NADH/	1	1608,	2093,	0
9173	IPR009051	Alpha-helical ferredoxin	superfamily	SSF46548	alpha-helical ferredoxin	1	1608,	1761,	5.3e-39
9173	IPR002489	Glutamate synthase, alpha subunit, C-terminal	superfamily	SSF69336	Alpha subunit of glutamate synthase, C-terminal domain	1	1288,	1557,	3.3e-100
9183	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	1	477,	540,	1.3e-07
9183	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	1	476,	541,	1.7e-09
9183	IPR006569	Regulation of nuclear pre-mRNA protein	HMMSmart	SM00582	no description	1	7,	151,	2.4e-10
9183	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	1	475,	545,	10.872
9183	IPR008942	ENTH/VHS	superfamily	SSF48464	ENTH/VHS domain	1	1,	159,	4.1e-23
9195	IPR003342	Glycosyl transferase, family 39	HMMPfam	PF02366	PMT	1	62,	306,	1e-89
9195	IPR003608	MIR	HMMPfam	PF02815	MIR	1	352,	528,	1.4e-62
9195	IPR016093	MIR motif	HMMSmart	SM00472	no description	3	333,400,465,	387,456,522,	2.5e-10,2.2e-12,2.2e-08
9195	IPR016093	MIR motif	ProfileScan	PS50919	MIR	3	333,400,464,	387,456,522,	9.997,14.231,12.518
9195	IPR003608	MIR	superfamily	SSF82109	MIR domain (Pfam 02815)	1	330,	523,	2.6e-57
9247	IPR007949	SDA1	HMMPfam	PF05285	SDA1	1	421,	736,	1.2e-59
9247	IPR012977	Region of unknown function, nucleolar NUC130/133, N-terminal	HMMPfam	PF08158	NUC130_3NT	1	69,	120,	3.1e-19
9247	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	88,	574,	0.00095
9252	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	COesterase	1	10,	554,	2.7e-89
9252	IPR002018	Carboxylesterase, type B	ScanRegExp	PS00122	CARBOXYLESTERASE_B_1	1	227,	242,	8e-5
9277	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	64,	111,	4.9e-07
9277	IPR001810	Cyclin-like F-box	HMMSmart	SM00256	no description	1	69,	109,	0.0064
9277	IPR001810	Cyclin-like F-box	ProfileScan	PS50181	FBOX	1	63,	112,	10.584
9281	IPR001451	Bacterial transferase hexapeptide repeat	HMMPfam	PF00132	Hexapep	4	434,457,480,491,	451,474,489,508,	1e+02,5.9,7.3,1.2
9281	IPR011004	Trimeric LpxA-like	superfamily	SSF51161	Trimeric LpxA-like enzymes	1	412,	521,	8.4e-14
9284	IPR009011	Mannose-6-phosphate receptor, binding	superfamily	SSF50911	Mannose 6-phosphate receptor domain	1	20,	269,	6.1e-10
9310	IPR004853	Protein of unknown function DUF250	HMMPfam	PF03151	TPT	1	246,	412,	1.1e-47
9326	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	4	12,136,175,314,	34,145,200,321,	1.3e-08,1.3e-08,1.3e-08,1.3e-08
9326	IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	FPrintScan	PR00411	PNDRDTASEI	3	12,136,175,	34,145,200,	1.5e-05,1.5e-05,1.5e-05
9326	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	HMMPfam	PF00070	Pyr_redox	1	175,	274,	1.8e-10
9365	IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1	BlastProDom	PD350662	Q7S9T4_NEUCR_Q7S9T4;	1	22,	246,	2e-51
9365	IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1	FPrintScan	PR00707	UBCTHYDRLASE	4	18,104,179,196,	35,121,190,206,	2e-17,2e-17,2e-17,2e-17
9365	IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1	HMMPfam	PF01088	Peptidase_C12	1	15,	234,	3.9e-45
9377	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q869X3_DICDI_Q869X3;	1	217,	410,	4e-11
9377	IPR001245	Tyrosine protein kinase	HMMPfam	PF07714	Pkinase_Tyr	1	234,	291,	3.1e-06
9377	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	155,	417,	7e-09
9377	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	151,	419,	1.1e-10
9377	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	147,	424,	25.927
9377	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	156,	446,	3.2e-37
9378	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q75JK0_DICDI_Q75JK0;	1	116,	342,	7e-05
9378	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	47,	352,	9.376
9378	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	155,	359,	1.9e-11
9388	IPR011501	Nucleolar complex-associated	HMMPfam	PF07540	NOC3p	1	120,	213,	1.3e-43
9388	IPR016903	Nucleolar complex-associated protein 3	HMMPIR	PIRSF028977	Nucleolar complex-associated protein 3	1	1,	664,	3.1e-241
9388	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	255,	449,	0.00042
9402	IPR003689	Zinc/iron permease	HMMPfam	PF02535	Zip	1	4,	356,	4.6e-34
9428	IPR005814	Aminotransferase class-III	HMMPfam	PF00202	Aminotran_3	1	33,	366,	5e-146
9428	IPR010164	Ornithine aminotransferase	HMMTigr	TIGR01885	Orn_aminotrans: ornithine--oxo-acid tr	1	12,	421,	0
9428	IPR005814	Aminotransferase class-III	ScanRegExp	PS00600	AA_TRANSFER_CLASS_3	1	242,	279,	8e-5
9428	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	8,	423,	6.5e-129
9431	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	1	852,	885,	8.755
9457	IPR001841	Zinc finger, RING-type	HMMPfam	PF00097	zf-C3HC4	1	546,	586,	2.5e-05
9457	IPR001841	Zinc finger, RING-type	HMMSmart	SM00184	no description	1	546,	586,	6.8e-08
9457	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	546,	587,	12.622
9457	IPR001841	Zinc finger, RING-type	ScanRegExp	PS00518	ZF_RING_1	1	561,	570,	8e-5
9497	IPR001461	Peptidase A1	FPrintScan	PR00792	PEPSIN	4	67,215,273,383,	87,228,284,398,	2.7e-19,2.7e-19,2.7e-19,2.7e-19
9497	IPR001461	Peptidase A1	HMMPfam	PF00026	Asp	1	60,	409,	2.9e-62
9497	IPR001969	Peptidase aspartic, active site	ScanRegExp	PS00141	ASP_PROTEASE	2	76,273,	87,284,	8e-5,NA
9497	IPR009007	Peptidase aspartic, catalytic	superfamily	SSF50630	Acid proteases	1	4,	410,	9e-85
9512	IPR000357	HEAT	HMMPfam	PF02985	HEAT	2	365,407,	401,443,	0.15,1.3e-05
9512	IPR001494	Importin-beta, N-terminal	HMMPfam	PF03810	IBN_N	1	24,	105,	1.7e-10
9512	IPR000357	HEAT	ProfileScan	PS50077	HEAT_REPEAT	1	413,	451,	8.916
9512	IPR001494	Importin-beta, N-terminal	ProfileScan	PS50166	IMPORTIN_B_NT	1	24,	105,	15.230
9512	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	4,	869,	2.4e-157
9591	IPR007120	DNA-directed RNA polymerase, subunit 2, domain 6	HMMPfam	PF00562	RNA_pol_Rpb2_6	1	785,	1159,	4.8e-194
9591	IPR007641	RNA polymerase Rpb2, domain 7	HMMPfam	PF04560	RNA_pol_Rpb2_7	1	1161,	1254,	6.8e-49
9591	IPR007642	RNA polymerase Rpb2, domain 2	HMMPfam	PF04561	RNA_pol_Rpb2_2	1	240,	434,	3.7e-69
9591	IPR007644	RNA polymerase, beta subunit, protrusion	HMMPfam	PF04563	RNA_pol_Rpb2_1	1	37,	491,	2.6e-63
9591	IPR007645	RNA polymerase Rpb2, domain 3	HMMPfam	PF04565	RNA_pol_Rpb2_3	1	508,	573,	8.8e-30
9591	IPR007646	RNA polymerase Rpb2, domain 4	HMMPfam	PF04566	RNA_pol_Rpb2_4	1	607,	669,	3e-19
9591	IPR007647	RNA polymerase Rpb2, domain 5	HMMPfam	PF04567	RNA_pol_Rpb2_5	1	709,	780,	1.7e-36
9591	IPR007121	RNA polymerase, beta subunit, conserved site	ScanRegExp	PS01166	RNA_POL_BETA	1	1012,	1024,	8e-5
9593	IPR004813	Oligopeptide transporter OPT superfamily	HMMPfam	PF03169	OPT	1	98,	768,	4e-170
9593	IPR004813	Oligopeptide transporter OPT superfamily	HMMTigr	TIGR00728	OPT_sfam: oligopeptide transporters, OPT sup	1	82,	770,	2.6e-81
9603	IPR007194	Transport protein particle (TRAPP) component, Bet3	HMMPfam	PF04051	TRAPP_Bet3	1	25,	180,	1.4e-50
9603	IPR016721	TRAPP I complex, Bet3	HMMPIR	PIRSF018293	TRAPP I complex, Bet3 subunit	1	1,	192,	8.2e-131
9617	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	45,	496,	9.2e-07
9617	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	81,	498,	6.8e-41
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	20,27,35,	26,33,45,	24,24,24
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	19,	56,	7.2e-07
9620	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	337,	434,	0.00016
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	15,	58,	7.2e-07
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	20,	49,	11.162
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	20,	47,	8e-5
9620	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	8,	61,	2.5e-12
9628	IPR001461	Peptidase A1	FPrintScan	PR00792	PEPSIN	3	61,217,372,	81,230,387,	9.5e-07,9.5e-07,9.5e-07
9628	IPR000425	Major intrinsic protein	ScanRegExp	PS00221	MIP	1	317,	325,	NA
9628	IPR009007	Peptidase aspartic, catalytic	superfamily	SSF50630	Acid proteases	1	42,	410,	8e-34
9653	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	185,	276,	1.1e-22
9653	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	87,	303,	1.8e-08
9653	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	169,	287,	14.715
9659	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	205,	366,	8.9e-28
9661	IPR002016	Haem peroxidase, plant/fungal/bacterial	ScanRegExp	PS00435	PEROXIDASE_1	1	61,	71,	NA
9661	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	333,	8.7e-11
9664	IPR001223	Glycoside hydrolase, family 18, catalytic domain	HMMPfam	PF00704	Glyco_hydro_18	1	31,	231,	1.2e-18
9664	IPR001579	Glycoside hydrolase, chitinase active site	ScanRegExp	PS01095	CHITINASE_18	1	162,	170,	NA
9664	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	27,	316,	3.3e-63
9666	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	98,155,176,	109,163,195,	3.3e-05,3.3e-05,3.3e-05
9666	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	24,98,149,176,197,	41,109,165,195,214,	7.9e-14,7.9e-14,7.9e-14,7.9e-14,7.9e-14
9666	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	23,	140,	4.1e-14
9666	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	163,	191,	NA
9666	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	21,	254,	3.7e-49
9700	IPR004827	Basic-leucine zipper (bZIP) transcription factor	ScanRegExp	PS00036	BZIP_BASIC	1	167,	182,	NA
9701	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	1	190,	214,	0.00028
9701	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	3	190,218,258,	214,243,281,	5,17,4.1
9701	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	1	190,	219,	9.556
9701	IPR003656	Zinc finger, BED-type predicted	ProfileScan	PS50808	ZF_BED	1	235,	288,	9.343
9701	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	2	192,260,	214,281,	8e-5,NA
9703	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	573,585,	585,597,	0.00024,0.00024
9703	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	3	572,605,639,	604,638,677,	3.4e-11,6.8e-06,1.4e-09
9703	IPR002110	Ankyrin	HMMSmart	SM00248	no description	3	572,605,639,	601,635,674,	1.8e-06,0.029,0.00045
9703	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	3	572,605,639,	604,629,677,	13.865,8.923,11.033
9703	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	572,	686,	28.353
9703	IPR009053	Prefoldin	superfamily	SSF46579	Prefoldin	1	299,	388,	0.018
9703	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	539,	700,	8.9e-37
9756	IPR002641	Patatin	HMMPfam	PF01734	Patatin	1	21,	284,	1.4e-07
9756	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	superfamily	SSF52151	FabD/lysophospholipase-like	1	14,	428,	2.2e-58
9767	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	10,	48,	5.4e-07
9767	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	225,	325,	0.00079
9767	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	6,	50,	0.0006
9767	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	11,	41,	10.513
9767	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	11,	39,	8e-5
9767	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	9,	49,	4e-09
9771	IPR001248	Permease for cytosine/purines, uracil, thiamine, allantoin	HMMPfam	PF02133	Transp_cyt_pur	1	74,	494,	1.8e-07
9779	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	4	9,160,297,312,	31,175,312,328,	8.5e-16,8.5e-16,8.5e-16,8.5e-16
9779	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD_binding_3	1	7,	369,	2.5e-06
9779	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	714,	810,	1.9e-22
9779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	437,	465,	1.3e-05
9789	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	41,	506,	5.4e-160
9789	IPR010061	Methylmalonate-semialdehyde dehydrogenase	HMMTigr	TIGR01722	MMSDH: methylmalonate-semialdehyde dehydroge	1	35,	510,	1.2e-256
9789	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00070	ALDEHYDE_DEHYDR_CYS	1	302,	313,	NA
9789	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	14,	517,	1.2e-136
9834	IPR008313	Uncharacterised conserved protein UCP028846	HMMPfam	PF06824	DUF1237	1	93,	504,	9.4e-94
9834	IPR008313	Uncharacterised conserved protein UCP028846	HMMPIR	PIRSF028846	Uncharacterised conserved protein, UCP028846 type	1	5,	514,	9.9e-105
9834	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	117,	515,	3.1e-33
9909	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	834,	848,	NA
9909	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	91,	895,	7.8e-12
9918	IPR004143	Biotin/lipoate A/B protein ligase	HMMPfam	PF03099	BPL_LipA_LipB	1	102,	180,	3.1e-15
9931	IPR005522	Inositol polyphosphate kinase	HMMPfam	PF03770	IPK	1	1033,	1391,	4.6e-22
9937	IPR013969	Oligosaccharide biosynthesis protein Alg14 like	HMMPfam	PF08660	Alg14	1	84,	280,	3.4e-62
9947	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	45,	393,	1.5e-29
9947	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	38,	423,	14.419
9947	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	37,	425,	5.5e-42
9950	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	5	12,158,298,313,350,	34,173,313,329,366,	4e-13,4e-13,4e-13,4e-13,4e-13
9950	IPR006076	FAD dependent oxidoreductase	HMMPfam	PF01266	DAO	1	12,	46,	9.1e-06
9957	IPR000223	Peptidase S26A, signal peptidase I	ScanRegExp	PS00761	SPASE_I_3	1	322,	335,	NA
9960	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	273,	293,	NA
9960	IPR009057	Homeodomain-like	superfamily	SSF46689	Homeodomain-like	1	381,	445,	0.0081
9961	IPR003014	N/apple PAN	HMMPfam	PF00024	PAN_1	1	42,	112,	0.029
9961	IPR003609	Apple-like	ProfileScan	PS50948	PAN	4	39,210,301,1207,	119,294,385,1290,	7.398,6.084,6.337,5.519
9961	IPR011055	Duplicated hybrid motif	superfamily	SSF51261	Duplicated hybrid motif	1	1131,	1187,	0.0027
9985	IPR002403	Cytochrome P450, E-class, group IV	FPrintScan	PR00465	EP450IV	4	329,388,438,461,	355,404,456,477,	1.6e-11,1.6e-11,1.6e-11,1.6e-11
9985	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	322,	478,	1.5e-38
9985	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	470,	479,	NA
9985	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	63,	531,	6.1e-86
10007	IPR004183	Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	HMMPfam	PF02900	LigB	1	5,	283,	1e-38
10007	IPR014436	Extradiol aromatic ring-opening dioxygenase, DODA type	HMMPIR	PIRSF006157	Extradiol aromatic ring-opening dioxygenase, DODA type	1	1,	280,	5.1e-60
10007	IPR004183	Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	superfamily	SSF53213	LigB subunit of an aromatic-ring-opening dioxygenase LigAB	1	1,	278,	1.7e-41
10016	IPR003280	Potassium channel, two pore-domain	FPrintScan	PR01333	2POREKCHANEL	2	276,448,	304,457,	4.9e-09,4.9e-09
10016	IPR013099	Ion transport 2	HMMPfam	PF07885	Ion_trans_2	2	246,412,	321,490,	1e-17,3.8e-20
10029	IPR003691	Camphor resistance CrcB protein	HMMPfam	PF02537	CRCB	1	378,	487,	6.3e-07
10061	IPR015131	Killer toxin, Kp4	HMMPfam	PF09044	Kp4	1	8,	125,	1.1e-23
10061	IPR011329	Killer toxin, Kp4/SMK-like, core	superfamily	SSF55221	Yeast killer toxins	1	22,	125,	7.6e-17
10062	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	1270,1315,	1282,1327,	2.4,2.4
10062	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	9	864,940,988,1013,1089,1127,1232,1271,1306,	939,972,1012,1045,1118,1151,1267,1301,1334,	0.015,6.4,0.0041,1.1,0.0046,0.0077,5.2,0.0016,0.00082
10062	IPR002110	Ankyrin	HMMSmart	SM00248	no description	8	896,940,980,1013,1086,1119,1269,1303,	936,969,1009,1042,1115,1148,1298,1331,	8.5e+02,1.1e+03,1.9e+02,14,21,3.1e+02,0.0099,7.7
10062	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	4	980,1089,1269,1306,	1012,1118,1301,1334,	9.190,9.137,8.683,9.084
10062	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	922,	1334,	40.001
10062	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	2	868,1085,	1147,1354,	5.3e-31,6.7e-28
10079	IPR003653	Peptidase C48, SUMO/Sentrin/Ubl1	HMMPfam	PF02902	Peptidase_C48	1	538,	730,	0.0019
10102	IPR001176	1-aminocyclopropane-1-carboxylate synthase	FPrintScan	PR00753	ACCSYNTHASE	3	84,153,222,	104,177,246,	6.2e-09,6.2e-09,6.2e-09
10102	IPR004839	Aminotransferase, class I and II	HMMPfam	PF00155	Aminotran_1_2	1	52,	254,	4e-29
10102	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	ScanRegExp	PS00105	AA_TRANSFER_CLASS_1	1	228,	241,	8e-5
10102	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	55,	389,	3.8e-72
10123	IPR001126	UMUC-like DNA-repair protein	HMMPfam	PF00817	IMS	1	132,	468,	1.8e-87
10123	IPR001126	UMUC-like DNA-repair protein	ProfileScan	PS50173	UMUC	1	129,	308,	53.829
10126	IPR004018	RPEL repeat	HMMSmart	SM00707	no description	2	29,73,	54,98,	0.22,0.51
10126	IPR004018	RPEL repeat	ProfileScan	PS51073	RPEL	2	29,73,	54,98,	10.161,8.984
10137	IPR006603	Cystinosin/ERS1p repeat	HMMPfam	PF04193	PQ-loop	2	6,133,	69,191,	3.2e-15,0.00043
10137	IPR006603	Cystinosin/ERS1p repeat	HMMSmart	SM00679	no description	2	20,143,	51,174,	5.5e-06,15
10165	IPR002052	N-6 adenine-specific DNA methylase, conserved site	ScanRegExp	PS00092	N6_MTASE	1	691,	697,	NA
10185	IPR013598	Exportin-1/Importin-beta-like	HMMPfam	PF08389	Xpo1	1	114,	172,	5e-05
10185	IPR001494	Importin-beta, N-terminal	ProfileScan	PS50166	IMPORTIN_B_NT	1	41,	127,	9.826
10185	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	14,	724,	2e-18
10188	IPR007123	Gelsolin region	HMMPfam	PF00626	Gelsolin	1	806,	881,	1e-12
10188	IPR006895	Zinc finger, Sec23/Sec24-type	HMMPfam	PF04810	zf-Sec23_Sec24	1	263,	302,	1.2e-19
10188	IPR006896	Sec23/Sec24 trunk region	HMMPfam	PF04811	Sec23_trunk	1	338,	583,	8e-99
10188	IPR006900	Sec23/Sec24 helical region	HMMPfam	PF04815	Sec23_helical	1	680,	783,	1.7e-29
10188	IPR012990	Sec23/Sec24 beta-sandwich	HMMPfam	PF08033	Sec23_BS	1	585,	668,	2.1e-40
10188	IPR006900	Sec23/Sec24 helical region	superfamily	SSF81811	Helical domain of Sec23/24	1	679,	784,	2.8e-32
10188	IPR006895	Zinc finger, Sec23/Sec24-type	superfamily	SSF82919	Zn-finger domain of Sec23/24	1	252,	337,	2.7e-28
10190	IPR006571	TLDc	HMMPfam	PF07534	TLD	1	103,	277,	2.2e-38
10190	IPR006571	TLDc	HMMSmart	SM00584	no description	1	76,	277,	2.7e-45
10198	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	3	49,180,349,	121,253,419,	3.4e-13,3.1e-18,1.6e-20
10198	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	3	48,179,348,	122,254,420,	5.5e-13,1.1e-20,3.8e-20
10198	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	3	47,178,347,	126,258,424,	11.980,16.193,17.336
10201	IPR002067	Mitochondrial carrier protein	FPrintScan	PR00926	MITOCARRIER	6	30,43,88,137,181,224,	43,57,108,155,199,246,	5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07
10201	IPR002113	Adenine nucleotide translocator 1	FPrintScan	PR00927	ADPTRNSLCASE	3	66,159,273,	87,180,288,	3.3e-06,3.3e-06,3.3e-06
10201	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	3	26,123,216,	118,213,311,	2.3e-33,6.7e-26,1.5e-31
10201	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	3	25,122,215,	113,208,306,	22.985,21.183,20.947
10201	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	22,	302,	4e-84
10220	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	HMMPfam	PF01053	Cys_Met_Meta_PP	1	250,	595,	1.7e-13
10220	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	ScanRegExp	PS00868	CYS_MET_METAB_PP	1	403,	417,	8e-5
10220	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	261,	597,	4.2e-64
10271	IPR010905	Glycosyl hydrolase, family 88	HMMPfam	PF07470	Glyco_hydro_88	1	95,	491,	1.8e-06
